,time,state,val
0,2019-08-22 13:05:10.032540,event,experiment start
0,2019-08-22 13:05:11.214579,event,robot initialized
0,2019-08-22 13:05:11.230750,event,experiment start
0,2019-08-22 13:05:50.107672,robots_setup,"{'red side': 'right', 'gender': 'm', 'blue rationality': 'rational', 'blue side': 'left', 'user id': '043', 'red rationality': 'irrational', 'first story': 'suspect'}
"
0,2019-08-22 13:05:50.159402,story0,"{'qq': [0, 1], 'qtype': 'rate'}"
0,2019-08-22 13:15:26.772857,person_input0,"{'a': 60, 'a_and_b': 10, 'b': 30}"
0,2019-08-22 13:15:29.606200,person_state0,"{'H': {'h_ab': 1.0, 'h_b': 1.0, 'h_a': 1.0}, 'state': {'1': array([[0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.08458633+0.24311761j],
       [0.08458633+0.24311761j],
       [0.08458633+0.24311761j],
       [0.08458633+0.24311761j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}}"
0,2019-08-22 13:15:29.613473,story1,"{'qq': [2, 3], 'qtype': 'rate'}"
0,2019-08-22 13:15:41.433075,robot2,"{'intro': 'it_seems_that', 'probs': [('c', 90), ('c_and_d', 10), ('d', 90)]}"
0,2019-08-22 13:16:09.696051,robot1,"{'intro': 'for_my_opinion', 'probs': [('c', 20), ('c_and_d', 90), ('d', 20)]}"
0,2019-08-22 13:16:35.435768,robots_states1,"{'H': {1: {'h_d': [0.20000000000000015], 'h_b': 1.0, 'h_c': [0.8], 'h_a': 1.0, 'h_bc': [0.6000000000000001], 'h_ab': 1.0, 'h_ac': [0.9000000000000001], 'h_ad': [-0.29999999999999993], 'h_cd': [-0.5], 'h_bd': [-0.3999999999999999]}, 2: {'h_d': [-0.3999999999999999], 'h_b': 1.0, 'h_c': [-0.7], 'h_a': 1.0, 'h_bc': [0.10000000000000007], 'h_ab': 1.0, 'h_ac': [0.20000000000000015], 'h_ad': [0.10000000000000007], 'h_cd': [0.30000000000000004], 'h_bd': [0.20000000000000015]}}, 'state': {1: {'1': array([[-0.07000715-0.15571786j],
       [-0.06204063-0.2797192j ],
       [-0.06600758-0.16210286j],
       [ 0.23443138-0.23057897j],
       [-0.07000715-0.15571786j],
       [-0.06204063-0.2797192j ],
       [-0.06600758-0.16210286j],
       [ 0.23443138-0.23057897j],
       [-0.07000715-0.15571786j],
       [-0.06204063-0.2797192j ],
       [-0.06600758-0.16210286j],
       [ 0.23443138-0.23057897j],
       [-0.07000715-0.15571786j],
       [-0.06204063-0.2797192j ],
       [-0.06600758-0.16210286j],
       [ 0.23443138-0.23057897j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}, 2: {'1': array([[0.16169278-0.0877684j ],
       [0.20534857-0.19244421j],
       [0.17340775-0.16784426j],
       [0.04173791-0.27742629j],
       [0.16169278-0.0877684j ],
       [0.20534857-0.19244421j],
       [0.17340775-0.16784426j],
       [0.04173791-0.27742629j],
       [0.16169278-0.0877684j ],
       [0.20534857-0.19244421j],
       [0.17340775-0.16784426j],
       [0.04173791-0.27742629j],
       [0.16169278-0.0877684j ],
       [0.20534857-0.19244421j],
       [0.17340775-0.16784426j],
       [0.04173791-0.27742629j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}}, 'rankings': {1: [], 2: []}}"
0,2019-08-22 13:16:45.508615,person_agree1,"blue
"
0,2019-08-22 13:16:45.512750,story2,"{'qq': [0, 2], 'qtype': 'rate'}"
0,2019-08-22 13:17:11.798055,person_input2,"{'a': 90, 'c': 10, 'a_and_c': 20}"
0,2019-08-22 13:17:14.613975,person_state2,"{'H': {'h_ab': 1.0, 'h_b': 1.0, 'h_a': 1.0}, 'state': {'1': array([[0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.08458633+0.24311761j],
       [0.08458633+0.24311761j],
       [0.08458633+0.24311761j],
       [0.08458633+0.24311761j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]]), '2': array([[-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [ 0.00429234+0.06973852j],
       [ 0.00429234+0.06973852j],
       [-0.10052404+0.31762678j],
       [-0.10052404+0.31762678j],
       [ 0.00429234+0.06973852j],
       [ 0.00429234+0.06973852j],
       [-0.10052404+0.31762678j],
       [-0.10052404+0.31762678j]])}}"
