,time,state,val
0,2019-08-06 06:02:55.925162,event,experiment start
0,2019-08-06 06:02:57.109265,event,robot initialized
0,2019-08-06 06:02:57.134995,event,experiment start
0,2019-08-06 06:03:04.828947,robots_setup,"{'red side': 'right', 'gender': 'f', 'blue rationality': 'irrational', 'blue side': 'left', 'user id': '001', 'red rationality': 'rational', 'first story': 'suspect'}
"
0,2019-08-06 06:03:04.896101,story0,"{'qq': [0, 1], 'qtype': 'rate'}"
0,2019-08-06 06:13:09.357053,person_input0,"{'a': 50, 'a_and_b': 20, 'b': 50}"
0,2019-08-06 06:13:11.882445,person_state0,"{'H': {'h_ab': -1.0, 'h_b': -1.0, 'h_a': -1.0}, 'state': {'1': array([[ 0.00429234+0.06973852j],
       [ 0.00429234+0.06973852j],
       [ 0.00429234+0.06973852j],
       [ 0.00429234+0.06973852j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.10052404+0.31762678j],
       [-0.10052404+0.31762678j],
       [-0.10052404+0.31762678j],
       [-0.10052404+0.31762678j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}}"
0,2019-08-06 06:13:11.889427,story1,"{'qq': [2, 3], 'qtype': 'rate'}"
0,2019-08-06 06:13:24.391781,robot2,"{'intro': 'for_my_opinion', 'probs': [('c', 30), ('c_and_d', 100), ('d', 20)]}"
0,2019-08-06 06:14:09.314219,robot1,"{'intro': 'for_my_opinion', 'probs': [('c', 50), ('c_and_d', 20), ('d', 100)]}"
