,time,state,val
0,2019-08-08 09:55:51.623324,event,experiment start
0,2019-08-08 09:55:52.810252,event,robot initialized
0,2019-08-08 09:55:52.835364,event,experiment start
0,2019-08-08 09:56:17.187738,robots_setup,"{'red side': 'right', 'gender': 'm', 'blue rationality': 'irrational', 'blue side': 'left', 'user id': '016', 'red rationality': 'rational', 'first story': 'art'}
"
0,2019-08-08 09:56:17.249972,story0,"{'qq': [0, 1], 'qtype': 'rate'}"
0,2019-08-08 10:06:48.045117,person_input0,"{'a': 0, 'a_and_b': 70, 'b': 30}"
0,2019-08-08 10:06:50.511825,person_state0,"{'H': {'h_ab': 1.0, 'h_b': 1.0, 'h_a': 1.0}, 'state': {'1': array([[0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.08458633+0.24311761j],
       [0.08458633+0.24311761j],
       [0.08458633+0.24311761j],
       [0.08458633+0.24311761j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}}"
0,2019-08-08 10:06:50.518404,story1,"{'qq': [2, 3], 'qtype': 'rate'}"
0,2019-08-08 10:06:59.448314,robot1,"{'intro': 'it_seems_that', 'probs': [('c', 90), ('c_and_d', 10), ('d', 50)]}"
0,2019-08-08 10:07:28.189450,robot2,"{'intro': 'i_think_that', 'probs': [('c', 20), ('c_and_d', 90), ('d', 20)]}"
