,time,state,val
0,2019-08-06 10:58:20.097100,event,experiment start
0,2019-08-06 10:58:21.287229,event,robot initialized
0,2019-08-06 10:58:21.312557,event,experiment start
0,2019-08-06 10:58:33.344050,robots_setup,"{'red side': 'right', 'gender': 'f', 'blue rationality': 'irrational', 'blue side': 'left', 'user id': '006', 'red rationality': 'rational', 'first story': 'suspect'}
"
0,2019-08-06 10:58:33.404638,story0,"{'qq': [0, 1], 'qtype': 'rate'}"
0,2019-08-06 11:11:54.529901,person_input0,"{'a': 50, 'a_and_b': 70, 'b': 50}"
0,2019-08-06 11:11:57.014808,person_state0,"{'H': {'h_ab': -1.0, 'h_b': -1.0, 'h_a': 1.0}, 'state': {'1': array([[-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [ 0.00429234+0.06973852j],
       [ 0.00429234+0.06973852j],
       [ 0.00429234+0.06973852j],
       [ 0.00429234+0.06973852j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.10052404+0.31762678j],
       [-0.10052404+0.31762678j],
       [-0.10052404+0.31762678j],
       [-0.10052404+0.31762678j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}}"
0,2019-08-06 11:11:57.021514,story1,"{'qq': [2, 3], 'qtype': 'rate'}"
0,2019-08-06 11:12:08.510765,robot2,"{'intro': 'i_think_that', 'probs': [('c', 30), ('c_and_d', 100), ('d', 20)]}"
0,2019-08-06 11:12:38.694341,robot1,"{'intro': 'i_think_that', 'probs': [('c', 100), ('c_and_d', 10), ('d', 100)]}"
0,2019-08-06 11:12:57.875439,robots_states1,"{'H': {1: {'h_d': [-0.6], 'h_b': -1.0, 'h_c': [-0.5], 'h_a': 1.0, 'h_bc': [-1.0], 'h_ab': -1.0, 'h_ac': [-0.9], 'h_ad': [0.20000000000000015], 'h_cd': [0.20000000000000015], 'h_bd': [0.4000000000000001]}, 2: {'h_d': [0.8], 'h_b': -1.0, 'h_c': [0.9000000000000001], 'h_a': 1.0, 'h_bc': [-0.5], 'h_ab': -1.0, 'h_ac': [-0.2], 'h_ad': [0.7000000000000002], 'h_cd': [-0.29999999999999993], 'h_bd': [-0.29999999999999993]}}, 'state': {1: {'1': array([[0.19726526-0.08927902j],
       [0.21114822-0.15280403j],
       [0.21860997-0.15849205j],
       [0.11299486-0.22249751j],
       [0.19726526-0.08927902j],
       [0.21114822-0.15280403j],
       [0.21860997-0.15849205j],
       [0.11299486-0.22249751j],
       [0.19726526-0.08927902j],
       [0.21114822-0.15280403j],
       [0.21860997-0.15849205j],
       [0.11299486-0.22249751j],
       [0.19726526-0.08927902j],
       [0.21114822-0.15280403j],
       [0.21860997-0.15849205j],
       [0.11299486-0.22249751j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}, 2: {'1': array([[-0.23749455-0.13375979j],
       [-0.23087375-0.14864402j],
       [-0.23419491-0.14009287j],
       [-0.03794882-0.15618431j],
       [-0.23749455-0.13375979j],
       [-0.23087375-0.14864402j],
       [-0.23419491-0.14009287j],
       [-0.03794882-0.15618431j],
       [-0.23749455-0.13375979j],
       [-0.23087375-0.14864402j],
       [-0.23419491-0.14009287j],
       [-0.03794882-0.15618431j],
       [-0.23749455-0.13375979j],
       [-0.23087375-0.14864402j],
       [-0.23419491-0.14009287j],
       [-0.03794882-0.15618431j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}}, 'rankings': {1: [], 2: []}}"
0,2019-08-06 11:13:13.513384,person_agree1,"red
"
0,2019-08-06 11:13:13.526470,story2,"{'qq': [0, 2], 'qtype': 'rate'}"
