,time,state,val
0,2019-08-15 10:08:43.283245,event,experiment start
0,2019-08-15 10:08:44.474069,event,robot initialized
0,2019-08-15 10:08:44.490554,event,experiment start
0,2019-08-15 10:08:51.611580,robots_setup,"{'red side': 'right', 'gender': 'm', 'blue rationality': 'rational', 'blue side': 'left', 'user id': '021', 'red rationality': 'irrational', 'first story': 'suspect'}
"
0,2019-08-15 10:08:51.664188,story0,"{'qq': [0, 1], 'qtype': 'rate'}"
0,2019-08-15 10:10:20.755675,person_input0,"{'a': 80, 'a_and_b': 80, 'b': 40}"
0,2019-08-15 10:10:23.727062,person_state0,"{'H': {'h_ab': -1.0, 'h_b': 1.0, 'h_a': 1.0}, 'state': {'1': array([[-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [ 0.37490215-0.14202107j],
       [ 0.37490215-0.14202107j],
       [ 0.37490215-0.14202107j],
       [ 0.37490215-0.14202107j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}}"
0,2019-08-15 10:10:23.733165,story1,"{'qq': [2, 3], 'qtype': 'rate'}"
0,2019-08-15 10:10:35.872284,robot2,"{'intro': 'my_opinion_is', 'probs': [('c', 90), ('c_and_d', 10), ('d', 80)]}"
0,2019-08-15 10:11:04.845179,robot1,"{'intro': 'for_my_opinion', 'probs': [('c', 20), ('c_and_d', 90), ('d', 20)]}"
