,time,state,val
0,2019-08-06 11:32:44.949407,event,experiment start
0,2019-08-06 11:32:46.135554,event,robot initialized
0,2019-08-06 11:32:46.161935,event,experiment start
0,2019-08-06 11:32:55.293119,robots_setup,"{'red side': 'right', 'gender': 'f', 'blue rationality': 'irrational', 'blue side': 'left', 'user id': '007', 'red rationality': 'rational', 'first story': 'suspect'}
"
0,2019-08-06 11:32:55.356914,story0,"{'qq': [0, 1], 'qtype': 'rate'}"
0,2019-08-06 11:47:42.279243,person_input0,"{'a': 30, 'a_and_b': 30, 'b': 30}"
0,2019-08-06 11:47:44.666969,person_state0,"{'H': {'h_ab': 1.0, 'h_b': 1.0, 'h_a': -1.0}, 'state': {'1': array([[-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.12277901+0.03071752j],
       [-0.12277901+0.03071752j],
       [-0.12277901+0.03071752j],
       [-0.12277901+0.03071752j],
       [-0.14561662-0.34358155j],
       [-0.14561662-0.34358155j],
       [-0.14561662-0.34358155j],
       [-0.14561662-0.34358155j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}}"
0,2019-08-06 11:47:44.673818,story1,"{'qq': [2, 3], 'qtype': 'rate'}"
0,2019-08-06 11:47:56.392067,robot2,"{'intro': 'my_opinion_is', 'probs': [('c', 20), ('c_and_d', 90), ('d', 20)]}"
0,2019-08-06 11:48:26.044408,robot1,"{'intro': 'it_seems_that', 'probs': [('c', 90), ('c_and_d', 10), ('d', 30)]}"
