,time,state,val
0,2019-08-22 14:31:47.135987,event,experiment start
0,2019-08-22 14:31:48.313805,event,robot initialized
0,2019-08-22 14:31:48.329186,event,experiment start
0,2019-08-22 14:35:25.920656,robots_setup,"{'red side': 'right', 'gender': 'm', 'blue rationality': 'rational', 'blue side': 'left', 'user id': '045', 'red rationality': 'irrational', 'first story': 'suspect'}
"
0,2019-08-22 14:35:25.975069,story0,"{'qq': [0, 1], 'qtype': 'rate'}"
0,2019-08-22 14:46:57.458237,person_input0,"{'a': 0, 'a_and_b': 80, 'b': 30}"
0,2019-08-22 14:46:59.773730,person_state0,"{'H': {'h_ab': 1.0, 'h_b': -1.0, 'h_a': -1.0}, 'state': {'1': array([[-0.12277901+0.03071752j],
       [-0.12277901+0.03071752j],
       [-0.12277901+0.03071752j],
       [-0.12277901+0.03071752j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.14561662-0.34358155j],
       [-0.14561662-0.34358155j],
       [-0.14561662-0.34358155j],
       [-0.14561662-0.34358155j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}}"
0,2019-08-22 14:46:59.779897,story1,"{'qq': [2, 3], 'qtype': 'rate'}"
0,2019-08-22 14:47:11.005490,robot2,"{'intro': 'for_my_opinion', 'probs': [('c', 90), ('c_and_d', 10), ('d', 80)]}"
0,2019-08-22 14:47:39.059644,robot1,"{'intro': 'i_think_that', 'probs': [('c', 30), ('c_and_d', 90), ('d', 30)]}"
