,time,state,val
0,2019-08-08 05:55:03.149287,event,experiment start
0,2019-08-08 05:55:04.318490,event,robot initialized
0,2019-08-08 05:55:04.344865,event,experiment start
0,2019-08-08 05:55:15.040864,robots_setup,"{'red side': 'right', 'gender': 'f', 'blue rationality': 'irrational', 'blue side': 'left', 'user id': '013', 'red rationality': 'rational', 'first story': 'art'}
"
0,2019-08-08 05:55:15.099782,story0,"{'qq': [0, 1], 'qtype': 'rate'}"
0,2019-08-08 06:09:07.377792,person_input0,"{'a': 50, 'a_and_b': 80, 'b': 50}"
0,2019-08-08 06:09:10.388340,person_state0,"{'H': {'h_ab': 1.0, 'h_b': -1.0, 'h_a': 1.0}, 'state': {'1': array([[-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.12277901+0.03071752j],
       [-0.12277901+0.03071752j],
       [-0.12277901+0.03071752j],
       [-0.12277901+0.03071752j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.14561662-0.34358155j],
       [-0.14561662-0.34358155j],
       [-0.14561662-0.34358155j],
       [-0.14561662-0.34358155j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}}"
0,2019-08-08 06:09:10.395606,story1,"{'qq': [2, 3], 'qtype': 'rate'}"
0,2019-08-08 06:09:19.076737,robot2,"{'intro': 'it_seems_that', 'probs': [('c', 30), ('c_and_d', 90), ('d', 30)]}"
0,2019-08-08 06:09:47.537052,robot1,"{'intro': 'my_opinion_is', 'probs': [('c', 90), ('c_and_d', 10), ('d', 50)]}"
0,2019-08-08 06:10:11.971185,robots_states1,"{'H': {1: {'h_d': [1.0], 'h_b': -1.0, 'h_c': [-0.5], 'h_a': 1.0, 'h_bc': [0.30000000000000004], 'h_ab': 1.0, 'h_ac': [-0.9], 'h_ad': [0.4000000000000001], 'h_cd': [0.20000000000000015], 'h_bd': [0.4000000000000001]}, 2: {'h_d': [0.9000000000000001], 'h_b': -1.0, 'h_c': [0.9000000000000001], 'h_a': 1.0, 'h_bc': [0.7000000000000002], 'h_ab': 1.0, 'h_ac': [0.7000000000000002], 'h_ad': [-0.2], 'h_cd': [-0.3999999999999999], 'h_bd': [-0.5]}}, 'state': {1: {'1': array([[ 0.05387447-0.2562289j ],
       [ 0.05387447-0.2562289j ],
       [ 0.03205316-0.16679358j],
       [-0.03698845-0.28752902j],
       [ 0.05387447-0.2562289j ],
       [ 0.05387447-0.2562289j ],
       [ 0.03205316-0.16679358j],
       [-0.03698845-0.28752902j],
       [ 0.05387447-0.2562289j ],
       [ 0.05387447-0.2562289j ],
       [ 0.03205316-0.16679358j],
       [-0.03698845-0.28752902j],
       [ 0.05387447-0.2562289j ],
       [ 0.05387447-0.2562289j ],
       [ 0.03205316-0.16679358j],
       [-0.03698845-0.28752902j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}, 2: {'1': array([[-0.21875842-0.15512545j],
       [-0.21415368-0.16406569j],
       [-0.21415368-0.16406569j],
       [ 0.04446312-0.17477179j],
       [-0.21875842-0.15512545j],
       [-0.21415368-0.16406569j],
       [-0.21415368-0.16406569j],
       [ 0.04446312-0.17477179j],
       [-0.21875842-0.15512545j],
       [-0.21415368-0.16406569j],
       [-0.21415368-0.16406569j],
       [ 0.04446312-0.17477179j],
       [-0.21875842-0.15512545j],
       [-0.21415368-0.16406569j],
       [-0.21415368-0.16406569j],
       [ 0.04446312-0.17477179j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}}, 'rankings': {1: [], 2: []}}"
0,2019-08-08 06:10:16.513239,person_agree1,"blue
"
0,2019-08-08 06:10:16.518960,story2,"{'qq': [0, 3], 'qtype': 'rate'}"
0,2019-08-08 06:10:50.201794,person_input2,"{'a': 80, 'a_and_d': 10, 'd': 10}"
0,2019-08-08 06:10:52.949935,person_state2,"{'H': {'h_ab': 1.0, 'h_b': -1.0, 'h_a': 1.0}, 'state': {'1': array([[-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.12277901+0.03071752j],
       [-0.12277901+0.03071752j],
       [-0.12277901+0.03071752j],
       [-0.12277901+0.03071752j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.14561662-0.34358155j],
       [-0.14561662-0.34358155j],
       [-0.14561662-0.34358155j],
       [-0.14561662-0.34358155j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]]), '2': array([[0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.08458633+0.24311761j],
       [0.0462618 +0.24311761j],
       [0.08458633+0.24311761j],
       [0.0462618 +0.24311761j],
       [0.08458633+0.24311761j],
       [0.0462618 +0.24311761j],
       [0.08458633+0.24311761j]])}}"
0,2019-08-08 06:10:52.958401,story3,"{'qq': [1, 2], 'qtype': 'rank'}"
0,2019-08-08 06:10:52.985692,U_matrix3,"                              0  ...                          15
0     (-0.06589111109180565+0j)  ...   (-0.33993285552735086+0j)
1    (-0.017572726462603366+0j)  ...    (0.07397272733231337+0j)
2     (-0.36039116290474177+0j)  ...    (-0.2389363929600936+0j)
3     (-0.04788826367881562+0j)  ...  (-0.025365424115581375+0j)
4     (-0.27470603859208365+0j)  ...    (0.09576393166488942+0j)
5      (0.14628157534727762+0j)  ...    (0.06641746337432453+0j)
6      (0.38647960785551994+0j)  ...     (-0.236548815936588+0j)
7       (-0.563307583985259+0j)  ...    (0.04186258122363945+0j)
8       (0.1279603745547232+0j)  ...     (0.1499922946417515+0j)
9    (0.0037268847519992057+0j)  ...    (-0.4043986385713024+0j)
10  (-0.0009348301975132213+0j)  ...   (-0.04697327841788808+0j)
11     (0.11576707572422458+0j)  ...    (0.19132898309027452+0j)
12     (0.19688123524904497+0j)  ...    (0.19154252095141094+0j)
13    (0.042414283930637835+0j)  ...     (0.1656971758165065+0j)
14    (-0.47842291951892363+0j)  ...    (0.15573617614286914+0j)
15     (0.01976201473347221+0j)  ...      (0.660834920910281+0j)

[16 rows x 16 columns]"
0,2019-08-08 06:11:04.259969,robot2,"{'intro': 'for_my_opinion', 'probs': [('b', 50), ('b_and_c', 50), ('c', 60)]}"
0,2019-08-08 06:11:33.220398,robot1,"{'intro': 'my_opinion_is', 'probs': [('b', 50), ('b_and_c', 50), ('c', 70)]}"
0,2019-08-08 06:11:58.964563,robots_states3,"{'H': {1: {'h_d': [1.0], 'h_b': -1.0, 'h_c': [-0.5], 'h_a': 1.0, 'h_bc': [0.30000000000000004], 'h_ab': 1.0, 'h_ac': [-0.9], 'h_ad': [0.4000000000000001], 'h_cd': [0.20000000000000015], 'h_bd': [0.4000000000000001]}, 2: {'h_d': [0.9000000000000001], 'h_b': -1.0, 'h_c': [0.9000000000000001], 'h_a': 1.0, 'h_bc': [0.7000000000000002], 'h_ab': 1.0, 'h_ac': [0.7000000000000002], 'h_ad': [-0.2], 'h_cd': [-0.3999999999999999], 'h_bd': [-0.5]}}, 'state': {1: {'1': array([[-0.05663519+0.20764036j],
       [ 0.06079475-0.2071147j ],
       [ 0.02809739+0.04175233j],
       [ 0.01846607-0.24434715j],
       [ 0.00366618-0.35224453j],
       [ 0.02461148-0.30868234j],
       [-0.01420211-0.12720504j],
       [-0.08648857+0.06897797j],
       [ 0.03466716-0.36491628j],
       [ 0.06341639-0.21501662j],
       [ 0.07572895-0.15913763j],
       [ 0.02981258-0.39340762j],
       [ 0.02166235-0.40960993j],
       [-0.03930215-0.21747039j],
       [-0.01403888+0.04736213j],
       [-0.04907758-0.05129356j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]]), '2': array([[ 0.09248958-0.06415823j],
       [ 0.13212842-0.34123789j],
       [ 0.03714741+0.18556117j],
       [-0.16160639-0.10482185j],
       [-0.28804095-0.06062175j],
       [-0.01918228-0.07587544j],
       [-0.11424261-0.20285418j],
       [-0.19282501-0.02134908j],
       [ 0.14070777-0.403566j  ],
       [ 0.00595771-0.32568799j],
       [-0.09814407-0.13047461j],
       [-0.18842506-0.26429957j],
       [-0.04271003-0.26952196j],
       [-0.04897664-0.01567814j],
       [-0.22437437+0.04455347j],
       [-0.19679693-0.08336558j]])}, 2: {'1': array([[ 0.22206895+0.14140886j],
       [-0.21396974-0.12885025j],
       [-0.07547038+0.02195315j],
       [-0.07297519-0.12502726j],
       [-0.13887999-0.25000951j],
       [-0.23534775-0.26424207j],
       [ 0.00985774-0.07540564j],
       [ 0.31227809+0.06859977j],
       [-0.13230192-0.18329203j],
       [-0.2568254 -0.1503526j ],
       [-0.29845157-0.12595522j],
       [-0.20424435-0.26616076j],
       [-0.20566521-0.28411496j],
       [ 0.08612066-0.11994986j],
       [-0.01011896-0.01572222j],
       [ 0.15409066-0.00888546j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]]), '2': array([[ 0.14764573-0.12631434j],
       [-0.06479066-0.13588719j],
       [-0.16720317-0.21405863j],
       [ 0.02958643-0.12366353j],
       [ 0.07921374+0.12909861j],
       [-0.0398123 -0.34850595j],
       [ 0.01740149+0.16818961j],
       [-0.194217  +0.33344528j],
       [ 0.00041084+0.00282277j],
       [-0.03446376+0.13729101j],
       [-0.19723786+0.07040643j],
       [-0.01558906+0.01084205j],
       [ 0.03345362-0.12948502j],
       [-0.16581338-0.22630039j],
       [-0.25243633+0.39233825j],
       [-0.36072319+0.13238507j]])}}, 'rankings': {1: [], 2: []}}"
0,2019-08-08 06:12:02.697700,person_agree3,"red
"
0,2019-08-08 06:14:11.505668,person_rankings3,"{'a': '2', 'c': '8', 'b': '7', 'd': '1', 'c_and_d': '6', 'b_and_d': '3', 'a_and_b': '5', 'a_and_d': '4', 'b_and_c': '9'}
"
0,2019-08-08 06:14:18.829809,robot1,"{'rankings': ['c_and_d', 'a_and_c', 'a_and_d', 'b_and_c', 'b_and_d', 'a_and_b', 'a', 'd', 'b', 'c'], 'intro': 'i_think_the_ranking_is'}"
0,2019-08-08 06:14:33.458051,robot2,"{'rankings': ['b_and_c', 'a_and_c', 'b', 'b_and_d', 'c_and_d', 'c', 'd', 'a_and_d', 'a', 'a_and_b'], 'intro': 'i_think_the_ranking_is'}"
0,2019-08-08 06:14:42.134123,robots_states3_ranks,"{'H': {1: {'h_d': [1.0], 'h_b': -1.0, 'h_c': [-0.5], 'h_a': 1.0, 'h_bc': [0.30000000000000004], 'h_ab': 1.0, 'h_ac': [-0.9], 'h_ad': [0.4000000000000001], 'h_cd': [0.20000000000000015], 'h_bd': [0.4000000000000001]}, 2: {'h_d': [0.9000000000000001], 'h_b': -1.0, 'h_c': [0.9000000000000001], 'h_a': 1.0, 'h_bc': [0.7000000000000002], 'h_ab': 1.0, 'h_ac': [0.7000000000000002], 'h_ad': [-0.2], 'h_cd': [-0.3999999999999999], 'h_bd': [-0.5]}}, 'state': {1: {'1': array([[-0.05663519+0.20764036j],
       [ 0.06079475-0.2071147j ],
       [ 0.02809739+0.04175233j],
       [ 0.01846607-0.24434715j],
       [ 0.00366618-0.35224453j],
       [ 0.02461148-0.30868234j],
       [-0.01420211-0.12720504j],
       [-0.08648857+0.06897797j],
       [ 0.03466716-0.36491628j],
       [ 0.06341639-0.21501662j],
       [ 0.07572895-0.15913763j],
       [ 0.02981258-0.39340762j],
       [ 0.02166235-0.40960993j],
       [-0.03930215-0.21747039j],
       [-0.01403888+0.04736213j],
       [-0.04907758-0.05129356j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]]), '2': array([[ 0.09248958-0.06415823j],
       [ 0.13212842-0.34123789j],
       [ 0.03714741+0.18556117j],
       [-0.16160639-0.10482185j],
       [-0.28804095-0.06062175j],
       [-0.01918228-0.07587544j],
       [-0.11424261-0.20285418j],
       [-0.19282501-0.02134908j],
       [ 0.14070777-0.403566j  ],
       [ 0.00595771-0.32568799j],
       [-0.09814407-0.13047461j],
       [-0.18842506-0.26429957j],
       [-0.04271003-0.26952196j],
       [-0.04897664-0.01567814j],
       [-0.22437437+0.04455347j],
       [-0.19679693-0.08336558j]])}, 2: {'1': array([[ 0.22206895+0.14140886j],
       [-0.21396974-0.12885025j],
       [-0.07547038+0.02195315j],
       [-0.07297519-0.12502726j],
       [-0.13887999-0.25000951j],
       [-0.23534775-0.26424207j],
       [ 0.00985774-0.07540564j],
       [ 0.31227809+0.06859977j],
       [-0.13230192-0.18329203j],
       [-0.2568254 -0.1503526j ],
       [-0.29845157-0.12595522j],
       [-0.20424435-0.26616076j],
       [-0.20566521-0.28411496j],
       [ 0.08612066-0.11994986j],
       [-0.01011896-0.01572222j],
       [ 0.15409066-0.00888546j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]]), '2': array([[ 0.14764573-0.12631434j],
       [-0.06479066-0.13588719j],
       [-0.16720317-0.21405863j],
       [ 0.02958643-0.12366353j],
       [ 0.07921374+0.12909861j],
       [-0.0398123 -0.34850595j],
       [ 0.01740149+0.16818961j],
       [-0.194217  +0.33344528j],
       [ 0.00041084+0.00282277j],
       [-0.03446376+0.13729101j],
       [-0.19723786+0.07040643j],
       [-0.01558906+0.01084205j],
       [ 0.03345362-0.12948502j],
       [-0.16581338-0.22630039j],
       [-0.25243633+0.39233825j],
       [-0.36072319+0.13238507j]])}}, 'rankings': {1: ['c_and_d', 'a_and_c', 'a_and_d', 'b_and_c', 'b_and_d', 'a_and_b', 'a', 'd', 'b', 'c'], 2: ['b_and_c', 'a_and_c', 'b', 'b_and_d', 'c_and_d', 'c', 'd', 'a_and_d', 'a', 'a_and_b']}}"
0,2019-08-08 06:14:50.714202,who_did_it,"['b_and_c']
"
0,2019-08-08 06:14:50.721386,event,art story started
0,2019-08-08 06:14:50.774180,story0,"{'qq': [0, 1], 'qtype': 'rate'}"
