,time,state,val
0,2019-08-22 08:08:20.018728,event,experiment start
0,2019-08-22 08:08:21.187213,event,robot initialized
0,2019-08-22 08:08:21.196594,event,experiment start
0,2019-08-22 08:08:32.473380,robots_setup,"{'red side': 'right', 'gender': 'f', 'blue rationality': 'irrational', 'blue side': 'left', 'user id': '038', 'red rationality': 'rational', 'first story': 'suspect'}
"
0,2019-08-22 08:08:32.529090,story0,"{'qq': [0, 1], 'qtype': 'rate'}"
0,2019-08-22 08:22:02.361652,person_input0,"{'a': 0, 'a_and_b': 30, 'b': 70}"
0,2019-08-22 08:22:05.303259,person_state0,"{'H': {'h_ab': 1.0, 'h_b': -1.0, 'h_a': -1.0}, 'state': {'1': array([[-0.12277901+0.03071752j],
       [-0.12277901+0.03071752j],
       [-0.12277901+0.03071752j],
       [-0.12277901+0.03071752j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.14561662-0.34358155j],
       [-0.14561662-0.34358155j],
       [-0.14561662-0.34358155j],
       [-0.14561662-0.34358155j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}}"
0,2019-08-22 08:22:05.310870,story1,"{'qq': [2, 3], 'qtype': 'rate'}"
0,2019-08-22 08:22:16.520525,robot2,"{'intro': 'for_my_opinion', 'probs': [('c', 20), ('c_and_d', 90), ('d', 20)]}"
0,2019-08-22 08:22:44.805909,robot1,"{'intro': 'i_think_that', 'probs': [('c', 90), ('c_and_d', 30), ('d', 90)]}"
