,time,state,val
0,2019-08-15 08:11:39.125623,event,experiment start
0,2019-08-15 08:11:40.293890,event,robot initialized
0,2019-08-15 08:11:40.306752,event,experiment start
0,2019-08-15 08:11:47.754878,robots_setup,"{'red side': 'right', 'gender': 'f', 'blue rationality': 'rational', 'blue side': 'left', 'user id': '020', 'red rationality': 'irrational', 'first story': 'suspect'}
"
0,2019-08-15 08:11:47.816390,story0,"{'qq': [0, 1], 'qtype': 'rate'}"
0,2019-08-15 08:12:58.505940,person_input0,"{'a': 30, 'a_and_b': 60, 'b': 30}"
0,2019-08-15 08:13:02.132473,person_state0,"{'H': {'h_ab': -1.0, 'h_b': 1.0, 'h_a': 1.0}, 'state': {'1': array([[-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [ 0.37490215-0.14202107j],
       [ 0.37490215-0.14202107j],
       [ 0.37490215-0.14202107j],
       [ 0.37490215-0.14202107j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}}"
0,2019-08-15 08:13:02.144937,story1,"{'qq': [2, 3], 'qtype': 'rate'}"
0,2019-08-15 08:13:13.491840,robot2,"{'intro': 'i_think_that', 'probs': [('c', 90), ('c_and_d', 10), ('d', 90)]}"
0,2019-08-15 08:13:41.308752,robot1,"{'intro': 'i_think_that', 'probs': [('c', 20), ('c_and_d', 90), ('d', 20)]}"
