,time,state,val
0,2019-08-06 09:56:29.797215,event,experiment start
0,2019-08-06 09:56:30.988049,event,robot initialized
0,2019-08-06 09:56:31.013696,event,experiment start
0,2019-08-06 09:56:49.023006,robots_setup,"{'red side': 'right', 'gender': 'm', 'blue rationality': 'irrational', 'blue side': 'left', 'user id': '005', 'red rationality': 'rational', 'first story': 'suspect'}
"
0,2019-08-06 09:56:49.085908,story0,"{'qq': [0, 1], 'qtype': 'rate'}"
0,2019-08-06 10:05:09.431535,person_input0,"{'a': 50, 'a_and_b': 50, 'b': 50}"
0,2019-08-06 10:05:11.991643,person_state0,"{'H': {'h_ab': 1.0, 'h_b': 1.0, 'h_a': -1.0}, 'state': {'1': array([[-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.12277901+0.03071752j],
       [-0.12277901+0.03071752j],
       [-0.12277901+0.03071752j],
       [-0.12277901+0.03071752j],
       [-0.14561662-0.34358155j],
       [-0.14561662-0.34358155j],
       [-0.14561662-0.34358155j],
       [-0.14561662-0.34358155j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}}"
0,2019-08-06 10:05:11.998379,story1,"{'qq': [2, 3], 'qtype': 'rate'}"
0,2019-08-06 10:05:23.297433,robot2,"{'intro': 'for_my_opinion', 'probs': [('c', 20), ('c_and_d', 100), ('d', 20)]}"
0,2019-08-06 10:05:48.460006,robot1,"{'intro': 'for_my_opinion', 'probs': [('c', 100), ('c_and_d', 30), ('d', 70)]}"
