,time,state,val
0,2019-08-06 13:30:34.506604,event,experiment start
0,2019-08-06 13:30:35.694136,event,robot initialized
0,2019-08-06 13:30:35.718573,event,experiment start
0,2019-08-06 13:31:00.966467,robots_setup,"{'red side': 'right', 'gender': 'm', 'blue rationality': 'irrational', 'blue side': 'left', 'user id': '010', 'red rationality': 'rational', 'first story': 'suspect'}
"
0,2019-08-06 13:31:01.029633,story0,"{'qq': [0, 1], 'qtype': 'rate'}"
0,2019-08-06 13:40:14.071084,person_input0,"{'a': 20, 'a_and_b': 80, 'b': 100}"
0,2019-08-06 13:40:17.035001,person_state0,"{'H': {'h_ab': 1.0, 'h_b': 1.0, 'h_a': 1.0}, 'state': {'1': array([[0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.08458633+0.24311761j],
       [0.08458633+0.24311761j],
       [0.08458633+0.24311761j],
       [0.08458633+0.24311761j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}}"
0,2019-08-06 13:40:17.041813,story1,"{'qq': [2, 3], 'qtype': 'rate'}"
0,2019-08-06 13:40:28.700206,robot1,"{'intro': 'it_seems_that', 'probs': [('c', 90), ('c_and_d', 20), ('d', 30)]}"
0,2019-08-06 13:40:59.437824,robot2,"{'intro': 'it_seems_that', 'probs': [('c', 30), ('c_and_d', 90), ('d', 30)]}"
