,time,state,val
0,2019-08-18 05:55:42.907993,event,experiment start
0,2019-08-18 05:55:44.096149,event,robot initialized
0,2019-08-18 05:55:44.121828,event,experiment start
0,2019-08-18 05:57:04.488832,robots_setup,"{'red side': 'right', 'gender': 'f', 'blue rationality': 'rational', 'blue side': 'left', 'user id': '026', 'red rationality': 'irrational', 'first story': 'art'}
"
0,2019-08-18 05:57:04.548345,story0,"{'qq': [0, 1], 'qtype': 'rate'}"
0,2019-08-18 06:08:26.985392,person_input0,"{'a': 70, 'a_and_b': 20, 'b': 40}"
0,2019-08-18 06:08:29.667057,person_state0,"{'H': {'h_ab': -1.0, 'h_b': -1.0, 'h_a': -1.0}, 'state': {'1': array([[ 0.00429234+0.06973852j],
       [ 0.00429234+0.06973852j],
       [ 0.00429234+0.06973852j],
       [ 0.00429234+0.06973852j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.10052404+0.31762678j],
       [-0.10052404+0.31762678j],
       [-0.10052404+0.31762678j],
       [-0.10052404+0.31762678j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}}"
0,2019-08-18 06:08:29.673861,story1,"{'qq': [2, 3], 'qtype': 'rate'}"
0,2019-08-18 06:08:38.151816,robot1,"{'intro': 'i_think_that', 'probs': [('c', 30), ('c_and_d', 90), ('d', 30)]}"
0,2019-08-18 06:09:07.862804,robot2,"{'intro': 'my_opinion_is', 'probs': [('c', 90), ('c_and_d', 30), ('d', 50)]}"
