,time,state,val
0,2019-08-18 14:56:03.498191,event,experiment start
0,2019-08-18 14:56:04.669791,event,robot initialized
0,2019-08-18 14:56:04.681557,event,experiment start
0,2019-08-18 15:06:34.352549,robots_setup,"{'red side': 'right', 'gender': 'f', 'blue rationality': 'rational', 'blue side': 'left', 'user id': '035', 'red rationality': 'irrational', 'first story': 'art'}
"
0,2019-08-18 15:06:34.400161,story0,"{'qq': [0, 1], 'qtype': 'rate'}"
0,2019-08-18 15:08:52.848640,person_input0,"{'a': 10, 'a_and_b': 80, 'b': 10}"
0,2019-08-18 15:08:56.197752,person_state0,"{'H': {'h_ab': -1.0, 'h_b': -1.0, 'h_a': 1.0}, 'state': {'1': array([[-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [ 0.00429234+0.06973852j],
       [ 0.00429234+0.06973852j],
       [ 0.00429234+0.06973852j],
       [ 0.00429234+0.06973852j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.10052404+0.31762678j],
       [-0.10052404+0.31762678j],
       [-0.10052404+0.31762678j],
       [-0.10052404+0.31762678j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}}"
0,2019-08-18 15:08:56.205171,story1,"{'qq': [2, 3], 'qtype': 'rate'}"
0,2019-08-18 15:09:04.404141,robot2,"{'intro': 'i_think_that', 'probs': [('c', 90), ('c_and_d', 20), ('d', 50)]}"
0,2019-08-18 15:09:31.951880,robot1,"{'intro': 'i_think_that', 'probs': [('c', 20), ('c_and_d', 90), ('d', 20)]}"
0,2019-08-18 15:09:56.378370,robots_states1,"{'H': {1: {'h_d': [0.20000000000000015], 'h_b': -1.0, 'h_c': [0.8], 'h_a': 1.0, 'h_bc': [0.7000000000000002], 'h_ab': -1.0, 'h_ac': [-0.5], 'h_ad': [0.8], 'h_cd': [0.9000000000000001], 'h_bd': [-0.3999999999999999]}, 2: {'h_d': [-1.0], 'h_b': -1.0, 'h_c': [-0.7], 'h_a': 1.0, 'h_bc': [0.0], 'h_ab': -1.0, 'h_ac': [0.20000000000000015], 'h_ad': [-0.7], 'h_cd': [-0.8], 'h_bd': [-0.7]}}, 'state': {1: {'1': array([[-0.06351275+0.18758346j],
       [-0.07196305+0.28838288j],
       [-0.0676943 +0.192258j  ],
       [-0.13868103+0.24830854j],
       [-0.06351275+0.18758346j],
       [-0.07196305+0.28838288j],
       [-0.0676943 +0.192258j  ],
       [-0.13868103+0.24830854j],
       [-0.06351275+0.18758346j],
       [-0.07196305+0.28838288j],
       [-0.0676943 +0.192258j  ],
       [-0.13868103+0.24830854j],
       [-0.06351275+0.18758346j],
       [-0.07196305+0.28838288j],
       [-0.0676943 +0.192258j  ],
       [-0.13868103+0.24830854j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}, 2: {'1': array([[ 0.02906012+0.09206288j],
       [-0.02299176+0.2461355j ],
       [-0.069833  +0.24987725j],
       [-0.01560558+0.33467867j],
       [ 0.02906012+0.09206288j],
       [-0.02299176+0.2461355j ],
       [-0.069833  +0.24987725j],
       [-0.01560558+0.33467867j],
       [ 0.02906012+0.09206288j],
       [-0.02299176+0.2461355j ],
       [-0.069833  +0.24987725j],
       [-0.01560558+0.33467867j],
       [ 0.02906012+0.09206288j],
       [-0.02299176+0.2461355j ],
       [-0.069833  +0.24987725j],
       [-0.01560558+0.33467867j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}}, 'rankings': {1: [], 2: []}}"
0,2019-08-18 15:10:02.744399,person_agree1,"blue
"
0,2019-08-18 15:10:02.747910,story2,"{'qq': [0, 3], 'qtype': 'rate'}"
0,2019-08-18 15:10:26.304750,person_input2,"{'a': 20, 'd': 20, 'a_and_d': 60}"
0,2019-08-18 15:10:29.188812,person_state2,"{'H': {'h_ab': -1.0, 'h_b': -1.0, 'h_a': 1.0}, 'state': {'1': array([[-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [ 0.00429234+0.06973852j],
       [ 0.00429234+0.06973852j],
       [ 0.00429234+0.06973852j],
       [ 0.00429234+0.06973852j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.10052404+0.31762678j],
       [-0.10052404+0.31762678j],
       [-0.10052404+0.31762678j],
       [-0.10052404+0.31762678j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]]), '2': array([[0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.08458633+0.24311761j],
       [0.0462618 +0.24311761j],
       [0.08458633+0.24311761j],
       [0.0462618 +0.24311761j],
       [0.08458633+0.24311761j],
       [0.0462618 +0.24311761j],
       [0.08458633+0.24311761j]])}}"
0,2019-08-18 15:10:29.198262,story3,"{'qq': [1, 2], 'qtype': 'rank'}"
