,time,state,val
0,2019-08-22 10:33:39.152371,event,experiment start
0,2019-08-22 10:33:40.320714,event,robot initialized
0,2019-08-22 10:33:40.332972,event,experiment start
0,2019-08-22 10:34:09.405869,robots_setup,"{'red side': 'right', 'gender': 'm', 'blue rationality': 'irrational', 'blue side': 'left', 'user id': '040', 'red rationality': 'rational', 'first story': 'art'}
"
0,2019-08-22 10:34:09.462181,story0,"{'qq': [0, 1], 'qtype': 'rate'}"
0,2019-08-22 10:43:23.542574,person_input0,"{'a': 50, 'a_and_b': 90, 'b': 40}"
0,2019-08-22 10:43:26.808189,person_state0,"{'H': {'h_ab': -1.0, 'h_b': 1.0, 'h_a': 1.0}, 'state': {'1': array([[-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [ 0.37490215-0.14202107j],
       [ 0.37490215-0.14202107j],
       [ 0.37490215-0.14202107j],
       [ 0.37490215-0.14202107j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}}"
0,2019-08-22 10:43:26.820389,story1,"{'qq': [2, 3], 'qtype': 'rate'}"
0,2019-08-22 10:43:34.994088,robot2,"{'intro': 'i_think_that', 'probs': [('c', 20), ('c_and_d', 90), ('d', 20)]}"
0,2019-08-22 10:44:03.053565,robot1,"{'intro': 'my_opinion_is', 'probs': [('c', 90), ('c_and_d', 30), ('d', 70)]}"
