,time,state,val
0,2019-08-22 11:00:13.290696,event,experiment start
0,2019-08-22 11:00:14.463918,event,robot initialized
0,2019-08-22 11:00:14.481730,event,experiment start
0,2019-08-22 11:00:28.945012,robots_setup,"{'red side': 'right', 'gender': 'f', 'blue rationality': 'irrational', 'blue side': 'left', 'user id': '041', 'red rationality': 'rational', 'first story': 'art'}
"
0,2019-08-22 11:00:28.996156,story0,"{'qq': [0, 1], 'qtype': 'rate'}"
0,2019-08-22 11:09:37.266161,person_input0,"{'a': 70, 'a_and_b': 50, 'b': 20}"
0,2019-08-22 11:09:41.053491,person_state0,"{'H': {'h_ab': 1.0, 'h_b': 1.0, 'h_a': 1.0}, 'state': {'1': array([[0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.08458633+0.24311761j],
       [0.08458633+0.24311761j],
       [0.08458633+0.24311761j],
       [0.08458633+0.24311761j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}}"
0,2019-08-22 11:09:41.066599,story1,"{'qq': [2, 3], 'qtype': 'rate'}"
0,2019-08-22 11:09:49.300006,robot1,"{'intro': 'for_my_opinion', 'probs': [('c', 80), ('c_and_d', 30), ('d', 30)]}"
0,2019-08-22 11:10:17.203249,robot2,"{'intro': 'it_seems_that', 'probs': [('c', 20), ('c_and_d', 90), ('d', 20)]}"
0,2019-08-22 11:10:41.579363,robots_states1,"{'H': {1: {'h_d': [0.10000000000000007], 'h_b': 1.0, 'h_c': [-0.8], 'h_a': 1.0, 'h_bc': [0.30000000000000004], 'h_ab': 1.0, 'h_ac': [-1.0], 'h_ad': [-0.9], 'h_cd': [0.0], 'h_bd': [-0.9]}, 2: {'h_d': [0.8], 'h_b': 1.0, 'h_c': [0.8], 'h_a': 1.0, 'h_bc': [0.8], 'h_ab': 1.0, 'h_ac': [-0.29999999999999993], 'h_ad': [-0.3999999999999999], 'h_cd': [0.8], 'h_bd': [0.8]}}, 'state': {1: {'1': array([[0.24104184-0.0663237j],
       [0.24104184-0.0663237j],
       [0.24104184-0.0663237j],
       [0.24104184-0.0663237j],
       [0.24104184-0.0663237j],
       [0.24104184-0.0663237j],
       [0.24104184-0.0663237j],
       [0.24104184-0.0663237j],
       [0.24104184-0.0663237j],
       [0.24104184-0.0663237j],
       [0.24104184-0.0663237j],
       [0.24104184-0.0663237j],
       [0.24104184-0.0663237j],
       [0.24104184-0.0663237j],
       [0.24104184-0.0663237j],
       [0.24104184-0.0663237j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}, 2: {'1': array([[ 0.00810245+0.24081159j],
       [-0.00103651+0.25320733j],
       [-0.00103651+0.25320733j],
       [-0.01659241+0.25187055j],
       [ 0.00810245+0.24081159j],
       [-0.00103651+0.25320733j],
       [-0.00103651+0.25320733j],
       [-0.01659241+0.25187055j],
       [ 0.00810245+0.24081159j],
       [-0.00103651+0.25320733j],
       [-0.00103651+0.25320733j],
       [-0.01659241+0.25187055j],
       [ 0.00810245+0.24081159j],
       [-0.00103651+0.25320733j],
       [-0.00103651+0.25320733j],
       [-0.01659241+0.25187055j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}}, 'rankings': {1: [], 2: []}}"
0,2019-08-22 11:10:50.442148,person_agree1,"red
"
0,2019-08-22 11:10:50.445899,story2,"{'qq': [0, 3], 'qtype': 'rate'}"
0,2019-08-22 11:11:13.866629,person_input2,"{'a': 90, 'd': 10, 'a_and_d': 30}"
