,time,state,val
0,2019-08-15 05:36:29.810391,event,experiment start
0,2019-08-15 05:36:31.000254,event,robot initialized
0,2019-08-15 05:36:31.016754,event,experiment start
0,2019-08-15 05:37:10.484044,robots_setup,"{'red side': 'right', 'gender': 'm', 'blue rationality': 'rational', 'blue side': 'left', 'user id': '019', 'red rationality': 'irrational', 'first story': 'suspect'}
"
0,2019-08-15 05:37:10.546283,story0,"{'qq': [0, 1], 'qtype': 'rate'}"
0,2019-08-15 05:50:39.301070,person_input0,"{'a': 30, 'a_and_b': 40, 'b': 30}"
0,2019-08-15 05:50:42.377579,person_state0,"{'H': {'h_ab': 1.0, 'h_b': 1.0, 'h_a': 1.0}, 'state': {'1': array([[0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.08458633+0.24311761j],
       [0.08458633+0.24311761j],
       [0.08458633+0.24311761j],
       [0.08458633+0.24311761j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}}"
0,2019-08-15 05:50:42.384940,story1,"{'qq': [2, 3], 'qtype': 'rate'}"
0,2019-08-15 05:50:53.561345,robot2,"{'intro': 'for_my_opinion', 'probs': [('c', 90), ('c_and_d', 20), ('d', 70)]}"
0,2019-08-15 05:51:23.435667,robot1,"{'intro': 'it_seems_that', 'probs': [('c', 20), ('c_and_d', 90), ('d', 30)]}"
0,2019-08-15 05:51:48.974045,robots_states1,"{'H': {1: {'h_d': [0.9000000000000001], 'h_b': 1.0, 'h_c': [0.8], 'h_a': 1.0, 'h_bc': [-0.29999999999999993], 'h_ab': 1.0, 'h_ac': [-0.3999999999999999], 'h_ad': [0.7000000000000002], 'h_cd': [0.9000000000000001], 'h_bd': [-0.29999999999999993]}, 2: {'h_d': [-0.09999999999999998], 'h_b': 1.0, 'h_c': [-0.7], 'h_a': 1.0, 'h_bc': [0.4000000000000001], 'h_ab': 1.0, 'h_ac': [-0.8], 'h_ad': [-0.9], 'h_cd': [-0.8], 'h_bd': [-0.9]}}, 'state': {1: {'1': array([[0.03156274+0.24225775j],
       [0.02668942+0.24745071j],
       [0.02164513+0.25502629j],
       [0.03319986+0.2485189j ],
       [0.03156274+0.24225775j],
       [0.02668942+0.24745071j],
       [0.02164513+0.25502629j],
       [0.03319986+0.2485189j ],
       [0.03156274+0.24225775j],
       [0.02668942+0.24745071j],
       [0.02164513+0.25502629j],
       [0.03319986+0.2485189j ],
       [0.03156274+0.24225775j],
       [0.02668942+0.24745071j],
       [0.02164513+0.25502629j],
       [0.03319986+0.2485189j ]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}, 2: {'1': array([[ 0.05715884+0.15438092j],
       [-0.01481814+0.27578858j],
       [ 0.06030163+0.18653065j],
       [ 0.13400721+0.30038738j],
       [ 0.05715884+0.15438092j],
       [-0.01481814+0.27578858j],
       [ 0.06030163+0.18653065j],
       [ 0.13400721+0.30038738j],
       [ 0.05715884+0.15438092j],
       [-0.01481814+0.27578858j],
       [ 0.06030163+0.18653065j],
       [ 0.13400721+0.30038738j],
       [ 0.05715884+0.15438092j],
       [-0.01481814+0.27578858j],
       [ 0.06030163+0.18653065j],
       [ 0.13400721+0.30038738j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}}, 'rankings': {1: [], 2: []}}"
0,2019-08-15 05:51:55.172974,person_agree1,"blue
"
0,2019-08-15 05:51:55.177459,story2,"{'qq': [0, 2], 'qtype': 'rate'}"
0,2019-08-15 05:52:10.765988,person_input2,"{'a': 30, 'c': 90, 'a_and_c': 20}"
0,2019-08-15 05:52:14.001579,person_state2,"{'H': {'h_ab': 1.0, 'h_b': 1.0, 'h_a': 1.0}, 'state': {'1': array([[0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.08458633+0.24311761j],
       [0.08458633+0.24311761j],
       [0.08458633+0.24311761j],
       [0.08458633+0.24311761j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]]), '2': array([[-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.12277901+0.03071752j],
       [-0.12277901+0.03071752j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.12277901+0.03071752j],
       [-0.12277901+0.03071752j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.14561662-0.34358155j],
       [-0.14561662-0.34358155j],
       [-0.00157739-0.21762846j],
       [-0.00157739-0.21762846j],
       [-0.14561662-0.34358155j],
       [-0.14561662-0.34358155j]])}}"
