,time,state,val
0,2019-08-08 07:44:23.413064,event,experiment start
0,2019-08-08 07:44:24.600316,event,robot initialized
0,2019-08-08 07:44:24.624965,event,experiment start
0,2019-08-08 07:44:52.432496,robots_setup,"{'red side': 'right', 'gender': 'f', 'blue rationality': 'irrational', 'blue side': 'left', 'user id': '015', 'red rationality': 'rational', 'first story': 'art'}
"
0,2019-08-08 07:44:52.496159,story0,"{'qq': [0, 1], 'qtype': 'rate'}"
0,2019-08-08 07:54:29.169518,person_input0,"{'a': 50, 'a_and_b': 80, 'b': 50}"
0,2019-08-08 07:54:31.709326,person_state0,"{'H': {'h_ab': -1.0, 'h_b': -1.0, 'h_a': -1.0}, 'state': {'1': array([[ 0.00429234+0.06973852j],
       [ 0.00429234+0.06973852j],
       [ 0.00429234+0.06973852j],
       [ 0.00429234+0.06973852j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.10052404+0.31762678j],
       [-0.10052404+0.31762678j],
       [-0.10052404+0.31762678j],
       [-0.10052404+0.31762678j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}}"
0,2019-08-08 07:54:31.716131,story1,"{'qq': [2, 3], 'qtype': 'rate'}"
0,2019-08-08 07:54:40.406360,robot1,"{'intro': 'it_seems_that', 'probs': [('c', 80), ('c_and_d', 30), ('d', 90)]}"
0,2019-08-08 07:55:08.459134,robot2,"{'intro': 'for_my_opinion', 'probs': [('c', 20), ('c_and_d', 90), ('d', 20)]}"
0,2019-08-08 07:55:32.983943,robots_states1,"{'H': {1: {'h_d': [-0.6], 'h_b': -1.0, 'h_c': [-0.8], 'h_a': -1.0, 'h_bc': [-0.7], 'h_ab': -1.0, 'h_ac': [-1.0], 'h_ad': [0.10000000000000007], 'h_cd': [0.0], 'h_bd': [-0.8]}, 2: {'h_d': [0.8], 'h_b': -1.0, 'h_c': [0.8], 'h_a': -1.0, 'h_bc': [0.9000000000000001], 'h_ab': -1.0, 'h_ac': [0.6000000000000001], 'h_ad': [-0.5], 'h_cd': [0.9000000000000001], 'h_bd': [0.7000000000000002]}}, 'state': {1: {'1': array([[0.24911551-0.02101096j],
       [0.24911551-0.02101096j],
       [0.24911551-0.02101096j],
       [0.24911551-0.02101096j],
       [0.24911551-0.02101096j],
       [0.24911551-0.02101096j],
       [0.24911551-0.02101096j],
       [0.24911551-0.02101096j],
       [0.24911551-0.02101096j],
       [0.24911551-0.02101096j],
       [0.24911551-0.02101096j],
       [0.24911551-0.02101096j],
       [0.24911551-0.02101096j],
       [0.24911551-0.02101096j],
       [0.24911551-0.02101096j],
       [0.24911551-0.02101096j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}, 2: {'1': array([[0.03169098+0.2403077j ],
       [0.02222433+0.25244514j],
       [0.02222433+0.25244514j],
       [0.02560304+0.24929388j],
       [0.03169098+0.2403077j ],
       [0.02222433+0.25244514j],
       [0.02222433+0.25244514j],
       [0.02560304+0.24929388j],
       [0.03169098+0.2403077j ],
       [0.02222433+0.25244514j],
       [0.02222433+0.25244514j],
       [0.02560304+0.24929388j],
       [0.03169098+0.2403077j ],
       [0.02222433+0.25244514j],
       [0.02222433+0.25244514j],
       [0.02560304+0.24929388j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}}, 'rankings': {1: [], 2: []}}"
0,2019-08-08 07:55:46.105210,person_agree1,"blue
"
0,2019-08-08 07:55:46.113850,story2,"{'qq': [0, 3], 'qtype': 'rate'}"
0,2019-08-08 07:56:07.745639,person_input2,"{'a': 30, 'a_and_d': 80, 'd': 20}"
0,2019-08-08 07:56:10.287013,person_state2,"{'H': {'h_ab': -1.0, 'h_b': -1.0, 'h_a': -1.0}, 'state': {'1': array([[ 0.00429234+0.06973852j],
       [ 0.00429234+0.06973852j],
       [ 0.00429234+0.06973852j],
       [ 0.00429234+0.06973852j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.10052404+0.31762678j],
       [-0.10052404+0.31762678j],
       [-0.10052404+0.31762678j],
       [-0.10052404+0.31762678j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]]), '2': array([[-0.00157739-0.21762846j],
       [-0.12277901+0.03071752j],
       [-0.00157739-0.21762846j],
       [-0.12277901+0.03071752j],
       [-0.00157739-0.21762846j],
       [-0.12277901+0.03071752j],
       [-0.00157739-0.21762846j],
       [-0.12277901+0.03071752j],
       [-0.00157739-0.21762846j],
       [-0.14561662-0.34358155j],
       [-0.00157739-0.21762846j],
       [-0.14561662-0.34358155j],
       [-0.00157739-0.21762846j],
       [-0.14561662-0.34358155j],
       [-0.00157739-0.21762846j],
       [-0.14561662-0.34358155j]])}}"
0,2019-08-08 07:56:10.294363,story3,"{'qq': [1, 2], 'qtype': 'rank'}"
