,time,state,val
0,2019-08-18 07:03:39.491179,event,experiment start
0,2019-08-18 07:03:40.669521,event,robot initialized
0,2019-08-18 07:03:40.690029,event,experiment start
0,2019-08-18 07:03:50.521420,robots_setup,"{'red side': 'right', 'gender': 'f', 'blue rationality': 'rational', 'blue side': 'left', 'user id': '027', 'red rationality': 'irrational', 'first story': 'art'}
"
0,2019-08-18 07:03:50.571572,story0,"{'qq': [0, 1], 'qtype': 'rate'}"
0,2019-08-18 07:12:22.195808,person_input0,"{'a': 30, 'a_and_b': 90, 'b': 80}"
0,2019-08-18 07:12:24.514726,person_state0,"{'H': {'h_ab': 1.0, 'h_b': 1.0, 'h_a': 1.0}, 'state': {'1': array([[0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.0462618 +0.24311761j],
       [0.08458633+0.24311761j],
       [0.08458633+0.24311761j],
       [0.08458633+0.24311761j],
       [0.08458633+0.24311761j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}}"
0,2019-08-18 07:12:24.519563,story1,"{'qq': [2, 3], 'qtype': 'rate'}"
0,2019-08-18 07:12:33.375807,robot1,"{'intro': 'it_seems_that', 'probs': [('c', 30), ('c_and_d', 90), ('d', 30)]}"
0,2019-08-18 07:13:02.256067,robot2,"{'intro': 'my_opinion_is', 'probs': [('c', 90), ('c_and_d', 10), ('d', 80)]}"
0,2019-08-18 07:13:27.348099,robots_states1,"{'H': {1: {'h_d': [0.9000000000000001], 'h_b': 1.0, 'h_c': [0.10000000000000007], 'h_a': 1.0, 'h_bc': [0.9000000000000001], 'h_ab': 1.0, 'h_ac': [0.7000000000000002], 'h_ad': [-0.5], 'h_cd': [0.9000000000000001], 'h_bd': [-0.29999999999999993]}, 2: {'h_d': [-0.8], 'h_b': 1.0, 'h_c': [-0.6], 'h_a': 1.0, 'h_bc': [-1.0], 'h_ab': 1.0, 'h_ac': [-0.9], 'h_ad': [0.10000000000000007], 'h_cd': [0.10000000000000007], 'h_bd': [-0.7]}}, 'state': {1: {'1': array([[-0.09900748+0.16050603j],
       [-0.1001981 +0.16153058j],
       [-0.10451012+0.28696237j],
       [-0.17851869+0.23057506j],
       [-0.09900748+0.16050603j],
       [-0.1001981 +0.16153058j],
       [-0.10451012+0.28696237j],
       [-0.17851869+0.23057506j],
       [-0.09900748+0.16050603j],
       [-0.1001981 +0.16153058j],
       [-0.10451012+0.28696237j],
       [-0.17851869+0.23057506j],
       [-0.09900748+0.16050603j],
       [-0.1001981 +0.16153058j],
       [-0.10451012+0.28696237j],
       [-0.17851869+0.23057506j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}, 2: {'1': array([[0.23476787-0.04008712j],
       [0.24567862-0.07542182j],
       [0.25329996-0.07863861j],
       [0.20900711-0.11489891j],
       [0.23476787-0.04008712j],
       [0.24567862-0.07542182j],
       [0.25329996-0.07863861j],
       [0.20900711-0.11489891j],
       [0.23476787-0.04008712j],
       [0.24567862-0.07542182j],
       [0.25329996-0.07863861j],
       [0.20900711-0.11489891j],
       [0.23476787-0.04008712j],
       [0.24567862-0.07542182j],
       [0.25329996-0.07863861j],
       [0.20900711-0.11489891j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}}, 'rankings': {1: [], 2: []}}"
0,2019-08-18 07:13:33.787350,person_agree1,"red
"
0,2019-08-18 07:13:33.792344,story2,"{'qq': [0, 3], 'qtype': 'rate'}"
0,2019-08-18 07:13:58.419838,person_input2,"{'a': 90, 'd': 30, 'a_and_d': 60}"
