,time,state,val
0,2019-08-18 10:59:49.030113,event,experiment start
0,2019-08-18 10:59:50.215516,event,robot initialized
0,2019-08-18 10:59:50.224950,event,experiment start
0,2019-08-18 11:00:01.308430,robots_setup,"{'red side': 'right', 'gender': 'm', 'blue rationality': 'rational', 'blue side': 'left', 'user id': '031', 'red rationality': 'irrational', 'first story': 'art'}
"
0,2019-08-18 11:00:01.364493,story0,"{'qq': [0, 1], 'qtype': 'rate'}"
0,2019-08-18 11:07:23.101277,person_input0,"{'a': 0, 'a_and_b': 0, 'b': 100}"
0,2019-08-18 11:07:25.712751,person_state0,"{'H': {'h_ab': -1.0, 'h_b': 1.0, 'h_a': 1.0}, 'state': {'1': array([[-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [ 0.37490215-0.14202107j],
       [ 0.37490215-0.14202107j],
       [ 0.37490215-0.14202107j],
       [ 0.37490215-0.14202107j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}}"
0,2019-08-18 11:07:25.718929,story1,"{'qq': [2, 3], 'qtype': 'rate'}"
0,2019-08-18 11:07:33.928399,robot1,"{'intro': 'for_my_opinion', 'probs': [('c', 20), ('c_and_d', 90), ('d', 20)]}"
0,2019-08-18 11:08:01.479363,robot2,"{'intro': 'i_think_that', 'probs': [('c', 90), ('c_and_d', 10), ('d', 80)]}"
0,2019-08-18 11:08:25.476795,robots_states1,"{'H': {1: {'h_d': [0.20000000000000015], 'h_b': 1.0, 'h_c': [0.8], 'h_a': 1.0, 'h_bc': [-0.5], 'h_ab': -1.0, 'h_ac': [0.7000000000000002], 'h_ad': [0.8], 'h_cd': [-0.29999999999999993], 'h_bd': [-0.5]}, 2: {'h_d': [-0.8], 'h_b': 1.0, 'h_c': [-0.6], 'h_a': 1.0, 'h_bc': [-1.0], 'h_ab': -1.0, 'h_ac': [-1.0], 'h_ad': [0.4000000000000001], 'h_cd': [-0.9], 'h_bd': [-0.9]}}, 'state': {1: {'1': array([[-0.13456422-0.18323544j],
       [-0.12970673-0.2640756j ],
       [-0.13198951-0.18741024j],
       [ 0.0667635 -0.23400063j],
       [-0.13456422-0.18323544j],
       [-0.12970673-0.2640756j ],
       [-0.13198951-0.18741024j],
       [ 0.0667635 -0.23400063j],
       [-0.13456422-0.18323544j],
       [-0.12970673-0.2640756j ],
       [-0.13198951-0.18741024j],
       [ 0.0667635 -0.23400063j],
       [-0.13456422-0.18323544j],
       [-0.12970673-0.2640756j ],
       [-0.13198951-0.18741024j],
       [ 0.0667635 -0.23400063j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}, 2: {'1': array([[-0.0024356 +0.10118218j],
       [-0.03538481+0.24805358j],
       [-0.06995607+0.25866871j],
       [-0.0105054 +0.32412937j],
       [-0.0024356 +0.10118218j],
       [-0.03538481+0.24805358j],
       [-0.06995607+0.25866871j],
       [-0.0105054 +0.32412937j],
       [-0.0024356 +0.10118218j],
       [-0.03538481+0.24805358j],
       [-0.06995607+0.25866871j],
       [-0.0105054 +0.32412937j],
       [-0.0024356 +0.10118218j],
       [-0.03538481+0.24805358j],
       [-0.06995607+0.25866871j],
       [-0.0105054 +0.32412937j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}}, 'rankings': {1: [], 2: []}}"
0,2019-08-18 11:08:31.565001,person_agree1,"red
"
0,2019-08-18 11:08:31.570028,story2,"{'qq': [0, 3], 'qtype': 'rate'}"
0,2019-08-18 11:08:56.461286,person_input2,"{'a': 70, 'a_and_d': 20, 'd': 10}"
0,2019-08-18 11:08:59.874362,person_state2,"{'H': {'h_ab': -1.0, 'h_b': 1.0, 'h_a': 1.0}, 'state': {'1': array([[-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [-0.0979259 -0.14202107j],
       [ 0.37490215-0.14202107j],
       [ 0.37490215-0.14202107j],
       [ 0.37490215-0.14202107j],
       [ 0.37490215-0.14202107j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]]), '2': array([[-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [ 0.00429234+0.06973852j],
       [-0.10052404+0.31762678j],
       [ 0.00429234+0.06973852j],
       [-0.10052404+0.31762678j],
       [ 0.00429234+0.06973852j],
       [-0.10052404+0.31762678j],
       [ 0.00429234+0.06973852j],
       [-0.10052404+0.31762678j]])}}"
0,2019-08-18 11:08:59.883723,story3,"{'qq': [1, 2], 'qtype': 'rank'}"
0,2019-08-18 11:08:59.919289,U_matrix3,"                              0  ...                          15
0     (-0.06589111109180565+0j)  ...   (-0.33993285552735086+0j)
1    (-0.017572726462603366+0j)  ...    (0.07397272733231337+0j)
2     (-0.36039116290474177+0j)  ...    (-0.2389363929600936+0j)
3     (-0.04788826367881562+0j)  ...  (-0.025365424115581375+0j)
4     (-0.27470603859208365+0j)  ...    (0.09576393166488942+0j)
5      (0.14628157534727762+0j)  ...    (0.06641746337432453+0j)
6      (0.38647960785551994+0j)  ...     (-0.236548815936588+0j)
7       (-0.563307583985259+0j)  ...    (0.04186258122363945+0j)
8       (0.1279603745547232+0j)  ...     (0.1499922946417515+0j)
9    (0.0037268847519992057+0j)  ...    (-0.4043986385713024+0j)
10  (-0.0009348301975132213+0j)  ...   (-0.04697327841788808+0j)
11     (0.11576707572422458+0j)  ...    (0.19132898309027452+0j)
12     (0.19688123524904497+0j)  ...    (0.19154252095141094+0j)
13    (0.042414283930637835+0j)  ...     (0.1656971758165065+0j)
14    (-0.47842291951892363+0j)  ...    (0.15573617614286914+0j)
15     (0.01976201473347221+0j)  ...      (0.660834920910281+0j)

[16 rows x 16 columns]"
0,2019-08-18 11:09:11.209888,robot2,"{'intro': 'for_my_opinion', 'probs': [('b', 40), ('b_and_c', 10), ('c', 80)]}"
0,2019-08-18 11:09:39.165502,robot1,"{'intro': 'i_think_that', 'probs': [('b', 50), ('b_and_c', 60), ('c', 50)]}"
0,2019-08-18 11:10:04.866647,robots_states3,"{'H': {1: {'h_d': [0.20000000000000015], 'h_b': 1.0, 'h_c': [0.8], 'h_a': 1.0, 'h_bc': [-0.5], 'h_ab': -1.0, 'h_ac': [0.7000000000000002], 'h_ad': [0.8], 'h_cd': [-0.29999999999999993], 'h_bd': [-0.5]}, 2: {'h_d': [-0.8], 'h_b': 1.0, 'h_c': [-0.6], 'h_a': 1.0, 'h_bc': [-1.0], 'h_ab': -1.0, 'h_ac': [-1.0], 'h_ad': [0.4000000000000001], 'h_cd': [-0.9], 'h_bd': [-0.9]}}, 'state': {1: {'1': array([[ 0.14026537+0.22390811j],
       [-0.13606624-0.2302671j ],
       [-0.06097752+0.02254957j],
       [-0.02990871-0.19560728j],
       [-0.05797328-0.30570005j],
       [-0.12930856-0.34561741j],
       [ 0.02186133-0.07504711j],
       [ 0.22242949+0.03896124j],
       [-0.06271022-0.2573707j ],
       [-0.16485708-0.20085823j],
       [-0.20117759-0.13994779j],
       [-0.10355483-0.36862649j],
       [-0.10156609-0.34039435j],
       [ 0.08807537-0.1805715j ],
       [-0.00643564+0.0115948j ],
       [ 0.1182516 +0.0106925j ]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]]), '2': array([[ 0.10750975+0.24975625j],
       [-0.15316786+0.31484454j],
       [-0.08690348+0.06979149j],
       [-0.04444212+0.24819767j],
       [-0.0907289 -0.27985192j],
       [-0.14641018+0.19949424j],
       [-0.03135594-0.05538724j],
       [ 0.18680157-0.12476085j],
       [-0.04101404+0.25758505j],
       [-0.22554274+0.27435406j],
       [-0.14153675+0.35729777j],
       [-0.20602539+0.07353442j],
       [-0.07986991+0.1745614j ],
       [ 0.0273897 +0.29464079j],
       [ 0.04263213+0.04685035j],
       [ 0.07709332-0.03304339j]])}, 2: {'1': array([[ 3.83677549e-02-0.20594549j],
       [-3.16907016e-02+0.19591963j],
       [-5.18373245e-03-0.06155464j],
       [ 8.30531820e-03+0.16001066j],
       [-4.63750216e-02+0.38925595j],
       [-9.95182964e-02+0.48890828j],
       [ 6.01072536e-03+0.08949278j],
       [ 1.83993218e-02+0.07890259j],
       [ 2.61189228e-02+0.1645256j ],
       [-3.25717494e-02+0.15748027j],
       [-3.25981989e-02+0.07092876j],
       [-5.16462774e-02+0.4229326j ],
       [-4.45181484e-02+0.39064083j],
       [ 7.38972759e-05+0.25592229j],
       [-3.92391583e-02+0.07686164j],
       [ 3.24471353e-02+0.01409943j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]]), '2': array([[-0.02776956-0.29978431j],
       [-0.23156489-0.2451488j ],
       [-0.10830984-0.01711497j],
       [-0.0021103 +0.12184792j],
       [-0.11251233+0.29541713j],
       [-0.29939249+0.04783986j],
       [-0.03521429+0.07470826j],
       [-0.2192211 +0.22804943j],
       [-0.21077233-0.16472463j],
       [-0.2047458 -0.07303502j],
       [-0.0485396 +0.07385412j],
       [ 0.21039232+0.27827429j],
       [-0.2814094 +0.0613906j ],
       [-0.17210015+0.025407j  ],
       [-0.11643035+0.14137951j],
       [-0.26389291+0.07272j   ]])}}, 'rankings': {1: [], 2: []}}"
0,2019-08-18 11:10:11.157399,person_agree3,"blue
"
0,2019-08-18 11:11:10.093702,person_rankings3,"{'a': '7', 'c': '8', 'b': '3', 'd': '9', 'c_and_d': '6', 'b_and_d': '4', 'a_and_b': '2', 'a_and_d': '5', 'b_and_c': '1'}
"
0,2019-08-18 11:11:17.367072,robot1,"{'rankings': ['a_and_b', 'b_and_d', 'd', 'a', 'c', 'c_and_d', 'a_and_c', 'b_and_c', 'a_and_d', 'b'], 'intro': 'my_ranking_is'}"
0,2019-08-18 11:11:36.924877,robot2,"{'rankings': ['b_and_c', 'a_and_b', 'b_and_d', 'a_and_c', 'c_and_d', 'a_and_d', 'b', 'a', 'd', 'c'], 'intro': 'my_ranking_is'}"
0,2019-08-18 11:11:53.519808,robots_states3_ranks,"{'H': {1: {'h_d': [0.20000000000000015], 'h_b': 1.0, 'h_c': [0.8], 'h_a': 1.0, 'h_bc': [-0.5], 'h_ab': -1.0, 'h_ac': [0.7000000000000002], 'h_ad': [0.8], 'h_cd': [-0.29999999999999993], 'h_bd': [-0.5]}, 2: {'h_d': [-0.8], 'h_b': 1.0, 'h_c': [-0.6], 'h_a': 1.0, 'h_bc': [-1.0], 'h_ab': -1.0, 'h_ac': [-1.0], 'h_ad': [0.4000000000000001], 'h_cd': [-0.9], 'h_bd': [-0.9]}}, 'state': {1: {'1': array([[ 0.14026537+0.22390811j],
       [-0.13606624-0.2302671j ],
       [-0.06097752+0.02254957j],
       [-0.02990871-0.19560728j],
       [-0.05797328-0.30570005j],
       [-0.12930856-0.34561741j],
       [ 0.02186133-0.07504711j],
       [ 0.22242949+0.03896124j],
       [-0.06271022-0.2573707j ],
       [-0.16485708-0.20085823j],
       [-0.20117759-0.13994779j],
       [-0.10355483-0.36862649j],
       [-0.10156609-0.34039435j],
       [ 0.08807537-0.1805715j ],
       [-0.00643564+0.0115948j ],
       [ 0.1182516 +0.0106925j ]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]]), '2': array([[ 0.10750975+0.24975625j],
       [-0.15316786+0.31484454j],
       [-0.08690348+0.06979149j],
       [-0.04444212+0.24819767j],
       [-0.0907289 -0.27985192j],
       [-0.14641018+0.19949424j],
       [-0.03135594-0.05538724j],
       [ 0.18680157-0.12476085j],
       [-0.04101404+0.25758505j],
       [-0.22554274+0.27435406j],
       [-0.14153675+0.35729777j],
       [-0.20602539+0.07353442j],
       [-0.07986991+0.1745614j ],
       [ 0.0273897 +0.29464079j],
       [ 0.04263213+0.04685035j],
       [ 0.07709332-0.03304339j]])}, 2: {'1': array([[ 3.83677549e-02-0.20594549j],
       [-3.16907016e-02+0.19591963j],
       [-5.18373245e-03-0.06155464j],
       [ 8.30531820e-03+0.16001066j],
       [-4.63750216e-02+0.38925595j],
       [-9.95182964e-02+0.48890828j],
       [ 6.01072536e-03+0.08949278j],
       [ 1.83993218e-02+0.07890259j],
       [ 2.61189228e-02+0.1645256j ],
       [-3.25717494e-02+0.15748027j],
       [-3.25981989e-02+0.07092876j],
       [-5.16462774e-02+0.4229326j ],
       [-4.45181484e-02+0.39064083j],
       [ 7.38972759e-05+0.25592229j],
       [-3.92391583e-02+0.07686164j],
       [ 3.24471353e-02+0.01409943j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]]), '2': array([[-0.02776956-0.29978431j],
       [-0.23156489-0.2451488j ],
       [-0.10830984-0.01711497j],
       [-0.0021103 +0.12184792j],
       [-0.11251233+0.29541713j],
       [-0.29939249+0.04783986j],
       [-0.03521429+0.07470826j],
       [-0.2192211 +0.22804943j],
       [-0.21077233-0.16472463j],
       [-0.2047458 -0.07303502j],
       [-0.0485396 +0.07385412j],
       [ 0.21039232+0.27827429j],
       [-0.2814094 +0.0613906j ],
       [-0.17210015+0.025407j  ],
       [-0.11643035+0.14137951j],
       [-0.26389291+0.07272j   ]])}}, 'rankings': {1: ['a_and_b', 'b_and_d', 'd', 'a', 'c', 'c_and_d', 'a_and_c', 'b_and_c', 'a_and_d', 'b'], 2: ['b_and_c', 'a_and_b', 'b_and_d', 'a_and_c', 'c_and_d', 'a_and_d', 'b', 'a', 'd', 'c']}}"
0,2019-08-18 11:11:58.957511,who_did_it,"['b_and_c']
"
0,2019-08-18 11:11:58.962208,event,art story started
0,2019-08-18 11:11:59.006883,story0,"{'qq': [0, 1], 'qtype': 'rate'}"
0,2019-08-18 11:13:33.462112,person_input0,"{'a': 100, 'a_and_b': 0, 'b': 50}"
0,2019-08-18 11:13:35.835629,person_state0,"{'H': {'h_ab': -1.0, 'h_b': -1.0, 'h_a': 1.0}, 'state': {'1': array([[-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [ 0.00429234+0.06973852j],
       [ 0.00429234+0.06973852j],
       [ 0.00429234+0.06973852j],
       [ 0.00429234+0.06973852j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.10052404+0.31762678j],
       [-0.10052404+0.31762678j],
       [-0.10052404+0.31762678j],
       [-0.10052404+0.31762678j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}}"
0,2019-08-18 11:13:35.842212,story1,"{'qq': [2, 3], 'qtype': 'rate'}"
0,2019-08-18 11:13:47.588949,robot1,"{'intro': 'my_opinion_is', 'probs': [('c', 30), ('c_and_d', 90), ('d', 30)]}"
0,2019-08-18 11:14:17.347739,robot2,"{'intro': 'my_opinion_is', 'probs': [('c', 80), ('c_and_d', 30), ('d', 90)]}"
0,2019-08-18 11:14:42.988184,robots_states1,"{'H': {1: {'h_d': [0.10000000000000007], 'h_b': -1.0, 'h_c': [0.9000000000000001], 'h_a': 1.0, 'h_bc': [0.8], 'h_ab': -1.0, 'h_ac': [0.8], 'h_ad': [-0.5], 'h_cd': [0.7000000000000002], 'h_bd': [-0.3999999999999999]}, 2: {'h_d': [-0.5], 'h_b': -1.0, 'h_c': [-0.2], 'h_a': 1.0, 'h_bc': [0.4000000000000001], 'h_ab': -1.0, 'h_ac': [0.30000000000000004], 'h_ad': [-0.7], 'h_cd': [0.4000000000000001], 'h_bd': [-0.9]}}, 'state': {1: {'1': array([[-0.13885671+0.1238701j ],
       [-0.14426263+0.24600782j],
       [-0.13995409+0.12489651j],
       [-0.25110296+0.18922071j],
       [-0.13885671+0.1238701j ],
       [-0.14426263+0.24600782j],
       [-0.13995409+0.12489651j],
       [-0.25110296+0.18922071j],
       [-0.13885671+0.1238701j ],
       [-0.14426263+0.24600782j],
       [-0.13995409+0.12489651j],
       [-0.25110296+0.18922071j],
       [-0.13885671+0.1238701j ],
       [-0.14426263+0.24600782j],
       [-0.13995409+0.12489651j],
       [-0.25110296+0.18922071j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}, 2: {'1': array([[ 0.07185383-0.13710954j],
       [ 0.07186967-0.1926208j ],
       [ 0.10260158-0.24218503j],
       [-0.14398254-0.30636307j],
       [ 0.07185383-0.13710954j],
       [ 0.07186967-0.1926208j ],
       [ 0.10260158-0.24218503j],
       [-0.14398254-0.30636307j],
       [ 0.07185383-0.13710954j],
       [ 0.07186967-0.1926208j ],
       [ 0.10260158-0.24218503j],
       [-0.14398254-0.30636307j],
       [ 0.07185383-0.13710954j],
       [ 0.07186967-0.1926208j ],
       [ 0.10260158-0.24218503j],
       [-0.14398254-0.30636307j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]])}}, 'rankings': {1: [], 2: []}}"
0,2019-08-18 11:14:47.981966,person_agree1,"red
"
0,2019-08-18 11:14:47.986297,story2,"{'qq': [0, 2], 'qtype': 'rate'}"
0,2019-08-18 11:15:01.069858,person_input2,"{'a': 100, 'c': 50, 'a_and_c': 0}"
0,2019-08-18 11:15:04.474079,person_state2,"{'H': {'h_ab': -1.0, 'h_b': -1.0, 'h_a': 1.0}, 'state': {'1': array([[-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [ 0.00429234+0.06973852j],
       [ 0.00429234+0.06973852j],
       [ 0.00429234+0.06973852j],
       [ 0.00429234+0.06973852j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.10052404+0.31762678j],
       [-0.10052404+0.31762678j],
       [-0.10052404+0.31762678j],
       [-0.10052404+0.31762678j]]), '0': array([[0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25],
       [0.25]]), '2': array([[-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [-0.09572614+0.24062343j],
       [ 0.00429234+0.06973852j],
       [ 0.00429234+0.06973852j],
       [-0.10052404+0.31762678j],
       [-0.10052404+0.31762678j],
       [ 0.00429234+0.06973852j],
       [ 0.00429234+0.06973852j],
       [-0.10052404+0.31762678j],
       [-0.10052404+0.31762678j]])}}"
0,2019-08-18 11:15:04.488490,story3,"{'qq': [1, 3], 'qtype': 'rank'}"
0,2019-08-18 11:15:04.534847,U_matrix3,"                               0  ...                         15
0        (0.5702683705124533+0j)  ...  (-0.11814209591443159+0j)
1      (-0.27778465562547006+0j)  ...   (-0.3313475453098616+0j)
2       (0.29809173786941834+0j)  ...  (-0.08455945370463229+0j)
3      (-0.01626174728924329+0j)  ...  (-0.07068354379546989+0j)
4       (0.27873673460503195+0j)  ...  (-0.12020099298578321+0j)
5        (0.1911374456864327+0j)  ...   (0.14871010848297384+0j)
6       (0.21988008350791471+0j)  ...  (-0.14094742892705195+0j)
7      (-0.10846396374596289+0j)  ...  (-0.01706379431722719+0j)
8      (-0.37893630397777855+0j)  ...   (0.03694133375234747+0j)
9       (0.20977192790774785+0j)  ...   (0.25152189540627773+0j)
10     (0.014584177825845514+0j)  ...  (-0.26781303459268896+0j)
11       (-0.177331681928705+0j)  ...   (-0.3865862727086839+0j)
12   (-0.0003883809485272253+0j)  ...   (0.07365899769696177+0j)
13  (-0.00041001948054378377+0j)  ...    (0.3629129670757887+0j)
14      (0.31634205295882034+0j)  ...  (0.018550255598527562+0j)
15     (-0.12181275741698387+0j)  ...    (0.6197646195043555+0j)

[16 rows x 16 columns]"
0,2019-08-18 11:15:20.363840,robot2,"{'intro': 'it_seems_that', 'probs': [('b', 40), ('b_and_d', 20), ('d', 80)]}"
0,2019-08-18 11:15:50.367270,robot1,"{'intro': 'i_think_that', 'probs': [('b', 30), ('b_and_d', 70), ('d', 70)]}"
